gene_id,description,descr_score,best_score,pfam_acc
AM-257-B10_NODE_1_35,YprB ribonuclease H-like domain-containing protein,1250,1250,PF13482
AM-257-B10_NODE_1_38,DUF5668 domain-containing protein,247,247,
AM-257-B10_NODE_1_40,Lipoprotein,249,265,
AM-257-B10_NODE_1_45,J domain-containing protein,703,703,
AM-257-B10_NODE_1_48,Lipoprotein SmpA/OmlA domain-containing protein,460,460,
AM-257-B10_NODE_1_63,DNA-3-methyladenine glycosylase,216,216,
AM-257-B10_NODE_1_71,VanZ-like domain-containing protein,607,607,
AM-257-D05_NODE_10_3,SCP2 domain-containing protein,719,778,
AM-257-D05_NODE_10_5,DRBM domain-containing protein,191,191,
AM-257-D05_NODE_10_7,Putative conserved protein with signal anchor,128,463,
AM-257-D13_NODE_4_2,Cupin type-2 domain-containing protein,1691,1691,PF07883
AM-257-D13_NODE_4_3,SnoaL-like domain-containing protein,420,420,PF07366
AM-257-D13_NODE_4_13,Pyridoxal-5'-phosphate-dependent protein subunit beta,2756,2756,PF00291
AM-257-D13_NODE_4_23,ABC transporter permease,202,455,
AM-257-D13_NODE_4_25,DUF1508 domain-containing protein,163,163,PF07411
AM-257-D13_NODE_4_27,SCP-2 sterol transfer family protein,713,782,
AM-257-D13_NODE_4_32,Reverse transcriptase domain-containing protein,84,596,
AM-257-D13_NODE_4_41,C2H2-type domain-containing protein,139,384,
AM-257-D13_NODE_4_44,Imelysin-like domain-containing protein,594,594,
AM-257-D13_NODE_4_49,Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase),1210,1210,PF21948
AM-257-I14_NODE_51_1,Nucleotidyl transferase domain-containing protein,662,662,
AM-257-I14_NODE_51_4,Carbohydrate kinase FGGY C-terminal domain-containing protein,360,360,PF21546
AM-257-M14_NODE_15_3,Putative conserved protein with signal anchor,128,463,
AM-257-M14_NODE_15_5,DRBM domain-containing protein,191,191,
AM-257-M14_NODE_15_7,SCP2 domain-containing protein,719,778,
AM-257-M21_NODE_13_3,ABC transporter permease,198,446,
AM-257-M21_NODE_13_5,DUF1508 domain-containing protein,163,163,PF07411
AM-257-M21_NODE_13_7,SCP-2 sterol transfer family protein,713,782,
AM-257-M21_NODE_13_12,HORMA domain-containing protein,91,91,PF02301
AM-257-P09_NODE_36_3,SCP2 domain-containing protein,722,768,
AM-259-C23_NODE_5_7,Holliday junction branch migration complex subunit RuvA,111,213,
AM-259-C23_NODE_5_15,PD-(D/E)XK nuclease-like domain-containing protein,130,471,
AM-259-C23_NODE_5_19,SCP-2 sterol transfer family protein,705,761,
AM-259-C23_NODE_5_26,HD domain-containing protein,916,916,PF01966
AM-259-E13_NODE_25_2,SCP2 domain-containing protein,722,768,
AM-259-E13_NODE_25_8,HD domain-containing protein,951,951,PF01966
AM-259-G09_NODE_1_1,Racemase,387,387,
AM-259-G09_NODE_1_40,Histidine-specific methyltransferase SAM-dependent domain-containing protein,1813,1813,
AM-259-M11_NODE_11_10,SCP2 domain-containing protein,680,743,
AM-259-O02_NODE_1_1,Zinc finger C2H2 LYAR-type domain-containing protein,77,86,
AM-259-O02_NODE_1_10,Tetratricopeptide repeat protein,460,560,
AM-259-O02_NODE_1_25,Glycosyl transferase,1233,1332,
AM-259-O02_NODE_1_40,IF rod domain-containing protein,92,92,PF00038
AM-259-O02_NODE_1_50,Exonuclease VII small subunit,216,216,
AM-259-O02_NODE_1_53,Transport permease protein,1187,1187,PF01061
AM-259-O02_NODE_1_65,Cell envelope biogenesis protein TolA,888,888,
AM-259-O02_NODE_1_68,Crossover junction endodeoxyribonuclease,811,811,"PF02075,PF07066"
AM-259-O02_NODE_1_90,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1358,1480,
AM-259-O02_NODE_1_91,Glycosyltransferase 2-like domain-containing protein,997,1143,
AM-259-O02_NODE_1_99,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,1057,1057,
AM-262-A08_NODE_10_4,Acyl carrier protein,392,392,PF00550
AM-262-A08_NODE_10_9,SCP2 domain-containing protein,722,751,
AM-262-A08_NODE_10_11,Roadblock/LAMTOR2 domain-containing protein,159,184,
AM-262-A08_NODE_10_13,DUF3568 family protein,161,433,
AM-262-B11_NODE_3_5,Crossover junction endodeoxyribonuclease,837,837,"PF02075,PF07066"
AM-262-B11_NODE_3_8,Cell envelope biogenesis protein TolA,936,936,
AM-262-B11_NODE_3_24,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1153,1153,
AM-262-B11_NODE_3_26,Transport permease protein,1281,1281,PF01061
AM-262-B11_NODE_3_52,Glycosyl transferase,1337,1337,PF00535
AM-262-B11_NODE_3_63,Glycosyl transferase,1528,1528,PF01501
AM-262-B11_NODE_3_65,Tetratricopeptide repeat protein,454,554,
AM-262-B11_NODE_3_85,Organic solvent tolerance-like N-terminal domain-containing protein,336,336,
AM-262-B11_NODE_3_92,SurA N-terminal domain-containing protein,608,608,
AM-262-B11_NODE_3_93,DUF2066 domain-containing protein,560,624,
AM-262-B11_NODE_3_96,ribonucleoside-diphosphate reductase (EC 1.17.4.1),942,1023,
AM-262-C09_NODE_10_3,Glycosyl transferase,1336,1336,PF00535
AM-262-C09_NODE_10_15,Class I SAM-dependent methyltransferase,1114,1114,PF13578
AM-262-C18_NODE_50_3,Band 7 domain-containing protein,1445,1445,"PF01145,PF15975"
AM-262-C20_NODE_1_1,Uncharacterized protein DDB_G0284459-like,72,73,
AM-262-C20_NODE_1_6,DRBM domain-containing protein,293,467,
AM-262-C20_NODE_1_8,DRBM domain-containing protein,162,174,
AM-262-C20_NODE_1_10,SCP2 domain-containing protein,712,771,
AM-262-C20_NODE_1_21,Winged helix-turn-helix domain-containing protein,99,99,
AM-262-C20_NODE_1_24,ECF RNA polymerase sigma factor SigE,133,150,
AM-262-D04_NODE_1_2,Inorganic phosphate transporter,1349,1349,
AM-262-D04_NODE_1_7,Imelysin-like domain-containing protein,429,656,
AM-262-D04_NODE_1_8,Serine threonine protein kinase,143,409,
AM-262-D04_NODE_1_11,CD99 antigen-like protein 2,89,533,
AM-262-D04_NODE_1_16,P-type ATPase N-terminal domain-containing protein,151,443,
AM-262-D04_NODE_1_18,DRBM domain-containing protein,149,204,PF02653
AM-262-D04_NODE_1_20,SCP2 domain-containing protein,722,758,
AM-262-D04_NODE_1_24,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1623,1623,
AM-262-D04_NODE_1_36,Septation ring formation regulator EzrA,347,347,
AM-262-D04_NODE_1_66,Glutathione-dependent peroxiredoxin (EC 1.11.1.27),886,886,PF08534
AM-262-D11_NODE_12_5,Uncharacterized protein LOC115481856,140,452,
AM-262-D11_NODE_12_7,DRBM domain-containing protein,164,174,
AM-262-D11_NODE_12_9,SCP2 domain-containing protein,719,766,
AM-262-D11_NODE_1_6,EamA domain-containing protein,1248,1248,PF00892
AM-262-D11_NODE_1_14,Tetratricopeptide repeat protein,496,623,
AM-262-E15_NODE_12_5,Glycosyl transferase,1659,1659,PF00535
AM-262-E15_NODE_12_14,Morn variant repeat protein,135,135,
AM-262-E15_NODE_12_15,SGNH/GDSL hydrolase family protein,988,1328,
AM-262-F15_NODE_1_3,SCP2 domain-containing protein,708,784,
AM-262-F15_NODE_1_5,DRBM domain-containing protein,171,171,
AM-262-F15_NODE_1_7,DRBM domain-containing protein,272,441,
AM-262-F15_NODE_1_15,Serine threonine protein kinase,134,401,
AM-262-F15_NODE_1_16,Imelysin-like domain-containing protein,419,660,
AM-262-F15_NODE_1_36,glucuronosyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase (EC 2.4.1.223),67,67,"PF03016,PF09258"
AM-262-F15_NODE_1_54,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1612,1612,PF13231
AM-262-F15_NODE_1_62,Tubulin-folding cofactor C,74,78,
AM-262-F15_NODE_1_63,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,266,266,
AM-262-F15_NODE_1_64,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1229,1229,
AM-262-F15_NODE_1_66,SPOR domain-containing protein,1123,1123,
AM-262-F15_NODE_1_75,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1591,1591,PF13231
AM-262-F15_NODE_1_78,Sulfurase,809,809,PF03473
AM-262-F15_NODE_1_84,AraC-type arabinose-binding/dimerisation domain-containing protein,773,773,
AM-262-I09_NODE_1_7,Glycosyl transferase,1490,1490,PF00535
AM-262-I09_NODE_1_20,Tetratricopeptide repeat protein,436,630,
AM-262-I09_NODE_1_24,AraC-type arabinose-binding/dimerisation domain-containing protein,794,794,
AM-262-I09_NODE_1_28,Rad21/Rec8-like family protein isoform 1,65,67,
AM-262-I09_NODE_1_30,MarR family transcriptional regulator,346,346,
AM-262-I09_NODE_1_40,Molecular chaperone Tir,1010,1010,PF02493
AM-262-I18_NODE_6_6,Peptidase MA-like domain-containing protein,3908,3908,PF07676
AM-262-I18_NODE_6_8,DUF2946 domain-containing protein,94,94,PF11162
AM-262-I18_NODE_6_9,DUF4382 domain-containing protein,704,704,
AM-262-I18_NODE_6_11,Bacterial surface antigen (D15) domain-containing protein,1735,1735,
AM-262-I18_NODE_6_25,DUF4375 domain-containing protein,848,848,
AM-262-I18_NODE_6_30,Opioid growth factor receptor (OGFr) conserved domain-containing protein,714,972,
AM-262-I18_NODE_6_34,Glyoxalase,457,457,
AM-262-I18_NODE_6_35,DUF1737 domain-containing protein,206,206,
AM-262-M03_NODE_24_2,SCP2 domain-containing protein,718,760,
AM-262-M09_NODE_1_3,Imelysin-like domain-containing protein,405,613,
AM-262-M09_NODE_1_4,BRCT domain-containing protein,136,281,
AM-262-M09_NODE_1_7,Homeodomain-like superfamily protein,84,505,
AM-262-M09_NODE_1_14,GemA protein,123,226,
AM-262-M09_NODE_1_21,DUF2149 domain-containing protein,134,427,
AM-262-M09_NODE_1_23,"Transmembrane protein, putative",153,166,
AM-262-M09_NODE_1_25,SCP2 domain-containing protein,720,764,
AM-262-M09_NODE_1_32,HD domain-containing protein,1055,1055,PF01966
AM-262-M09_NODE_1_38,DUF1468 domain-containing protein,604,604,PF07331
AM-262-M09_NODE_1_41,Predicted homoserine dehydrogenase (EC 1.1.1.3),3092,3092,"PF08666,PF21135,PF01408"
AM-262-M09_NODE_8_12,Steroid 5-alpha reductase C-terminal domain-containing protein,916,916,PF04191
AM-262-N05_NODE_1_3,Rieske domain-containing protein,501,668,
AM-262-N05_NODE_1_4,Rieske domain-containing protein,418,418,PF00355
AM-262-N05_NODE_1_9,Cupin type-1 domain-containing protein,553,553,PF00190
AM-262-N05_NODE_1_10,Tetratricopeptide repeat protein 29,95,99,
AM-262-N05_NODE_1_23,HD domain-containing protein,1045,1045,PF01966
AM-262-N05_NODE_1_30,SCP2 domain-containing protein,715,767,
AM-262-N05_NODE_1_32,DRBM domain-containing protein,163,163,PF00035
AM-262-N05_NODE_1_34,DRBM domain-containing protein,264,427,
AM-262-N05_NODE_1_41,DUF3606 domain-containing protein,100,220,
AM-262-N08_NODE_1_8,RNA polymerase sigma54 factor,98,218,
AM-262-N08_NODE_1_14,Reverse transcriptase/retrotransposon-derived protein RNase H-like domain-containing protein,144,167,
AM-262-N08_NODE_1_16,Putative receptor-like protein kinase,143,162,
AM-262-N08_NODE_1_18,SCP2 domain-containing protein,714,766,
AM-262-N08_NODE_1_25,HD domain-containing protein,1037,1037,PF01966
AM-262-N08_NODE_1_29,DUF4190 domain-containing protein,283,435,
AM-262-N08_NODE_1_42,Taxilin beta b,92,92,PF09728
AM-262-N22_NODE_13_12,Protein kinase domain-containing protein,130,445,
AM-262-N22_NODE_13_14,DRBM domain-containing protein,162,167,
AM-262-N22_NODE_13_16,SCP2 domain-containing protein,727,777,
AM-262-P21_NODE_2_16,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1249,1249,
AM-262-P21_NODE_2_25,protein O-GlcNAc transferase (EC 2.4.1.255),178,215,PF14559
AM-262-P21_NODE_2_28,DUF1468 domain-containing protein,433,433,PF07331
AM-262-P21_NODE_2_38,SCP2 domain-containing protein,714,765,
AM-262-P21_NODE_2_40,SAP domain-containing protein,131,131,
AM-262-P21_NODE_2_42,P-type ATPase N-terminal domain-containing protein,145,476,
AM-262-P21_NODE_2_47,Thymosin beta isoform X1 (Thymosin beta isoform X2),82,636,
AM-262-P21_NODE_2_50,C2H2-type domain-containing protein,152,370,
AM-262-P21_NODE_2_51,Imelysin-like domain-containing protein,405,619,
AM-262-P21_NODE_2_59,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,615,615,
AM-264-C11_NODE_1_7,Cell envelope biogenesis protein TolA,908,908,
AM-264-C11_NODE_1_22,Exonuclease VII small subunit,287,287,
AM-264-C11_NODE_1_34,SHOCT domain-containing protein,539,539,PF09851
AM-264-E15_NODE_5_7,RING/Ubox-like zinc-binding domain-containing protein,90,218,
AM-264-E15_NODE_5_14,Ubiquitin-like protease family profile domain-containing protein,123,445,
AM-264-E15_NODE_5_16,Inner-membrane translocator,617,617,
AM-264-E15_NODE_5_18,SCP2 domain-containing protein,719,767,
AM-264-E15_NODE_5_25,HD domain-containing protein,1040,1040,PF01966
AM-264-E22_NODE_7_13,Retrovirus-related Pol polyprotein LINE-1,60,60,
AM-264-E23_NODE_9_6,Glycosyl transferase,1653,1653,PF00535
AM-264-E23_NODE_9_15,DUF676 domain-containing protein,111,111,PF05057
AM-264-E23_NODE_9_16,Mitochondrial assembly of ribosomal large subunit protein 1,148,413,
AM-264-E23_NODE_9_17,SGNH hydrolase-type esterase domain-containing protein,1235,1235,
AM-264-E23_NODE_9_18,MFS transporter,1961,1961,PF07690
AM-264-F13_NODE_44_1,NAD(P)-dependent oxidoreductase,149,149,PF01370
AM-264-L18_NODE_17_1,Sodium:solute symporter,454,454,
AM-264-L18_NODE_17_2,Protein kinase domain-containing protein,130,445,
AM-264-L18_NODE_17_4,Inner-membrane translocator,609,609,
AM-264-L18_NODE_17_6,SCP2 domain-containing protein,722,764,
AM-264-L18_NODE_17_13,HD domain-containing protein,1035,1035,PF01966
AM-264-L18_NODE_9_13,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,831,831,PF13231
AM-264-M02_NODE_3_2,RING-type domain-containing protein,161,161,"PF21361,PF03145,PF21362"
AM-264-M02_NODE_3_15,Reverse transcriptase domain-containing protein,158,423,
AM-264-M02_NODE_3_17,PD-(D/E)XK nuclease-like domain-containing protein,158,182,
AM-264-M02_NODE_3_19,SCP-2 sterol transfer family protein,700,766,
AM-264-M02_NODE_3_24,DUF389 domain-containing protein,98,114,
AM-276-A04_NODE_3_2,Glycosyl transferase,1580,1580,PF00535
AM-276-A04_NODE_3_17,Cobalt transport protein CbiN,137,350,
AM-276-A04_NODE_3_18,Haloacid dehalogenase-like hydrolase domain-containing protein 2,392,392,"PF13344,PF13242"
AM-276-A04_NODE_3_20,Bacterial PH domain protein,87,101,
AM-276-A04_NODE_3_21,receptor protein serine/threonine kinase (EC 2.7.11.30),87,90,
AM-276-A04_NODE_3_27,Transposase,62,62,
AM-276-A04_NODE_3_28,DUF1795 domain-containing protein,74,74,
AM-276-D04_NODE_1_7,SHS2 domain-containing protein,573,844,
AM-276-D04_NODE_1_13,AsmA domain-containing protein,1897,1897,PF05170
AM-276-D04_NODE_1_21,Pilin,650,650,PF07963
AM-276-D04_NODE_1_32,Solute-binding protein family 3/N-terminal domain-containing protein,1487,1487,PF00497
AM-276-D04_NODE_1_42,Chromobox-like protein 8,77,182,
AM-276-D04_NODE_1_45,Ethyl tert-butyl ether degradation protein EthD,93,93,PF07110
AM-276-D04_NODE_1_56,TPR repeat-containing protein YrrB,353,645,
AM-276-D04_NODE_1_71,Transporter,1181,1181,PF00892
AM-276-E13_NODE_4_5,Lipoprotein,113,113,
AM-276-E13_NODE_4_15,F-box domain-containing protein,157,157,PF00646
AM-276-E13_NODE_4_19,DUF3764 domain-containing protein,519,519,PF12594
AM-276-E13_NODE_4_22,L-fuconolactonase,88,88,PF04909
AM-276-F17_NODE_3_11,Zinc ribbon domain-containing protein,1627,1627,
AM-276-F17_NODE_3_17,DUF2154 domain-containing protein,1012,1012,
AM-276-F17_NODE_3_25,Probable multidrug resistance protein NorM (Multidrug-efflux transporter),1564,1564,PF01554
AM-276-F17_NODE_3_44,ABC transporter permease,1179,1495,
AM-276-F17_NODE_3_45,Polyketide cyclase,704,704,PF10604
AM-276-F17_NODE_3_46,DUF4367 domain-containing protein,646,845,
AM-276-F17_NODE_3_47,Protoporphyrinogen IX oxidase,519,519,
AM-276-F17_NODE_3_55,50S ribosomal protein L29,100,115,
AM-276-F17_NODE_3_58,AP protein,170,170,
AM-276-F17_NODE_7_1,Heme ABC transporter ATP-binding protein,381,381,
AM-276-F17_NODE_7_11,RCK N-terminal domain-containing protein,476,706,
AM-276-F17_NODE_7_20,Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase),2439,2439,
AM-276-F17_NODE_7_22,Extracellular solute-binding protein,1515,1515,
AM-276-F17_NODE_7_24,MedDCM-OCT-S36-C22-cds19,357,417,
AM-276-F23_NODE_5_15,Cobalt transport protein CbiN,125,335,
AM-276-F23_NODE_5_16,B30.2/SPRY domain-containing protein,94,94,"PF00622,PF09730"
AM-276-F23_NODE_5_18,Inner membrane transport protein YajR,1668,2344,
AM-276-F23_NODE_5_21,Molecular chaperone,287,287,PF00012
AM-276-J10_NODE_6_2,SCP-2 sterol transfer family protein,705,761,
AM-276-J10_NODE_6_4,Inner-membrane translocator,617,617,
AM-276-J10_NODE_6_6,Reverse transcriptase domain-containing protein,127,441,
AM-276-J10_NODE_6_15,HD domain-containing protein,1041,1041,PF01966
AM-276-J16_NODE_7_1,AsmA domain-containing protein,890,890,PF05170
AM-276-J16_NODE_7_6,Pilin (Bacterial filament),572,572,PF07963
AM-276-J16_NODE_7_8,histidine kinase (EC 2.7.13.3),110,110,PF02518
AM-276-J16_NODE_7_18,Solute-binding protein family 3/N-terminal domain-containing protein,1484,1484,PF00497
AM-276-J22_NODE_7_1,Thrombospondin type 3 repeat-containing protein,321,962,
AM-276-J22_NODE_7_2,DUF4129 domain-containing protein,6115,6115,PF13559
AM-276-J22_NODE_7_3,Kinesin-like protein KIF6/9 C-terminal domain-containing protein,130,151,
AM-276-J22_NODE_7_7,Right-handed parallel beta-helix repeat-containing protein,4422,4422,
AM-276-J22_NODE_7_8,DUF1648 domain-containing protein,920,920,
AM-276-J22_NODE_7_13,Ig-like domain-containing protein,4642,4642,
AM-276-J22_NODE_7_14,Cytochrome c domain-containing protein,1439,1439,
AM-276-J22_NODE_7_15,DUF998 domain-containing protein,815,815,
AM-276-J22_NODE_7_19,Signal recognition particle-docking protein FtsY,327,327,
AM-276-J22_NODE_7_21,Calcium-binding protein,163,163,PF00353
AM-276-J22_NODE_7_22,HAD-IB family hydrolase,1183,1183,PF12710
AM-276-J22_NODE_7_24,Thrombospondin type 3 repeat-containing protein,321,962,
AM-276-K05_NODE_11_16,Molybdopterin synthase sulfur carrier subunit,419,419,PF02597
AM-276-K05_NODE_11_27,HAD family hydrolase,256,258,
AM-276-M20_NODE_18_2,TERF2-interacting telomeric protein 1 Myb domain-containing protein,91,214,
AM-276-M20_NODE_18_10,Ester hydrolase (EC 3.1.1.1),137,476,
AM-276-M20_NODE_18_12,peptidylprolyl isomerase (EC 5.2.1.8),80,84,
AM-276-M20_NODE_18_14,SCP2 domain-containing protein,702,762,
AM-276-M20_NODE_23_1,DUF3575 domain-containing protein,305,440,
AM-276-M20_NODE_23_2,DUF1737 domain-containing protein,197,228,
AM-276-M20_NODE_23_3,Meckel syndrome type 1 protein,138,142,
AM-276-M20_NODE_23_4,SGNH hydrolase-type esterase domain-containing protein,479,479,
AM-276-M20_NODE_23_5,SGNH hydrolase-type esterase domain-containing protein,458,458,
AM-276-M20_NODE_23_7,DUF4884 domain-containing protein,130,137,
AM-276-M20_NODE_23_8,SGNH hydrolase-type esterase domain-containing protein,488,488,
AM-276-N02_NODE_3_5,Segregation protein B,416,416,PF13460
AM-276-N02_NODE_3_7,Tetratricopeptide repeat protein,101,118,
AM-276-N02_NODE_3_11,Zinc ribbon domain-containing protein,428,428,
AM-276-N02_NODE_3_12,Yip1 domain-containing protein,843,843,PF04893
AM-276-N02_NODE_3_13,DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3),109,109,
AM-276-N02_NODE_3_16,EamA domain-containing protein,217,217,
AM-276-N02_NODE_3_18,EamA domain-containing protein,1063,1063,PF00892
AM-276-N02_NODE_3_23,Histidine-specific methyltransferase SAM-dependent domain-containing protein,1790,1790,
AM-276-N02_NODE_3_57,ABC-type glycine betaine transport system substrate-binding domain-containing protein,541,541,PF04069
AM-276-N02_NODE_8_7,TERF2-interacting telomeric protein 1 Myb domain-containing protein,91,214,
AM-276-N02_NODE_8_15,PD-(D/E)XK nuclease-like domain-containing protein,129,476,
AM-276-N02_NODE_8_17,Roadblock/LAMTOR2 domain-containing protein,152,163,
AM-276-N02_NODE_8_19,SCP2 domain-containing protein,702,762,
AM-276-N02_NODE_8_26,HD domain-containing protein,1043,1043,PF01966
AM-276-P03_NODE_2_1,3-oxoacyl-[acyl-carrier-protein] reductase,93,93,
AM-276-P03_NODE_2_4,HTH tetR-type domain-containing protein,876,876,
AM-276-P03_NODE_2_20,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1156,1156,
AM-276-P03_NODE_2_24,Peptidase propeptide and YPEB domain-containing protein,222,222,
AM-276-P03_NODE_2_26,NIPSNAP domain-containing protein,798,798,
AM-276-P03_NODE_2_27,BON domain-containing protein,254,257,
AM-276-P03_NODE_2_28,Lipoprotein,1189,1189,
AM-276-P03_NODE_2_30,Sel1 repeat family protein,306,744,
AM-276-P03_NODE_2_50,Cupin domain protein,1038,1038,
AM-276-P03_NODE_2_54,MarR family transcriptional regulator,469,469,PF12802
AM-276-P03_NODE_2_55,MarR family transcriptional regulator,866,866,
AM-276-P03_NODE_2_60,Xanthine/uracil/vitamin C permease,1966,1966,
AM-276-P03_NODE_2_70,"3-oxoacid CoA-transferase, B subunit",226,226,
AM-276-P03_NODE_2_82,Smr domain-containing protein,411,411,
AM-276-P03_NODE_2_92,Terminase small subunit,416,477,
AM-276-P03_NODE_2_93,SHOCT domain-containing protein,129,129,PF09851
AM-276-P03_NODE_2_94,ClpP protease-like protein,581,581,
AM-276-P03_NODE_2_95,"Integrase, catalytic region, zinc finger, CCHC-type, peptidase aspartic, catalytic",107,109,
AM-276-P03_NODE_2_96,Lipoprotein,195,195,
AM-276-P03_NODE_2_98,Beta-galactosidase,118,128,
AM-276-P03_NODE_2_99,TonB C-terminal domain-containing protein,275,275,PF03544
AM-276-P03_NODE_2_100,Methyl-accepting transducer domain-containing protein,468,468,
AM-276-P03_NODE_2_101,VWFA domain-containing protein,676,676,
AM-276-P03_NODE_2_102,Coiled-coil protein,1112,1170,
AM-276-P03_NODE_2_103,Lipoprotein,440,495,
AM-276-P03_NODE_2_104,Phosphatidate cytidylyltransferase,190,190,PF20619
AM-276-P03_NODE_2_105,Rap1a immunity protein domain-containing protein,109,109,PF18602
AM-276-P03_NODE_2_106,C-type lysozyme inhibitor domain-containing protein,204,224,
AM-276-P03_NODE_2_107,Delta(8)-fatty-acid desaturase,110,169,
AM-276-P03_NODE_2_109,Plant UBX domain-containing protein 9 isoform B,134,312,
AM-276-P03_NODE_2_110,MORN repeat variant,426,426,PF07661
AM-276-P03_NODE_2_111,DUF2157 domain-containing protein,92,92,
AM-276-P03_NODE_2_113,Acetyl-CoA acetyltransferase,1923,2255,
AM-276-P03_NODE_2_116,Alpha/beta hydrolase,1455,1455,
AM-276-P03_NODE_2_127,Peptide ABC transporter substrate-binding protein,484,484,PF00496
AM-276-P03_NODE_2_151,Transporter,1253,1253,PF00892
AM-276-P03_NODE_2_156,DUF2069 domain-containing protein,311,311,
AM-276-P03_NODE_2_158,DUF2178 domain-containing protein,301,458,
AM-276-P03_NODE_2_167,DUF3108 domain-containing protein,1384,1384,PF11306
AM-276-P03_NODE_2_173,Curli production assembly/transport component CsgE,471,712,
AM-276-P03_NODE_2_182,Putative transcriptional regulator TetR family protein,575,1085,
AM-276-P03_NODE_2_190,Uncharacterized protein LOC112212776,235,235,
AM-276-P03_NODE_2_198,DUF4345 domain-containing protein,505,505,
AM-276-P03_NODE_2_199,DUF4345 domain-containing protein,337,337,
AM-276-P03_NODE_2_200,Thioredoxin domain-containing protein,446,446,"PF14595,PF13899"
AM-280-C14_NODE_12_3,MFS transporter,1991,1991,PF07690
AM-280-C14_NODE_12_8,S-(Hydroxymethyl)glutathione synthase,337,337,PF04828
AM-280-C14_NODE_12_10,GED domain-containing protein,108,114,
AM-280-C14_NODE_12_19,Glycosyl transferase,1657,1657,PF00535
AM-280-C14_NODE_17_5,Carbohydrate kinase FGGY C-terminal domain-containing protein,1696,1696,PF21546
AM-280-D21_NODE_35_1,Nucleotidyl transferase domain-containing protein,812,812,
AM-280-E05_NODE_9_1,AsmA domain-containing protein,1013,1013,PF05170
AM-280-I21_NODE_7_6,ABC transporter ATP-binding protein,104,104,"PF13732,PF00005"
AM-280-I21_NODE_7_9,Gpm184,158,158,
AM-280-I21_NODE_7_21,DUF5050 domain-containing protein,165,170,
AM-280-I21_NODE_7_29,Sarcosine oxidase subunit beta,1326,1326,PF01266
AM-280-K21_NODE_13_13,Glycosyl transferase,1585,1585,PF00535
AM-280-K21_NODE_13_22,Tyr recombinase domain-containing protein,808,808,PF00589
AM-280-L17_NODE_1_2,Cell division protein FtsZ,135,533,
AM-280-L17_NODE_1_7,AraC-type arabinose-binding/dimerisation domain-containing protein,787,787,
AM-280-L17_NODE_1_8,Pyrrolo-quinoline quinone repeat domain-containing protein,2477,2477,PF13360
AM-280-L17_NODE_1_11,Tetratricopeptide repeat protein,436,719,
AM-280-L17_NODE_1_23,Glycosyl transferase,1597,1597,PF00535
AM-280-L17_NODE_1_39,Cobalt transport protein CbiN,133,351,
AM-280-L17_NODE_1_42,ER membrane protein complex subunit 6,70,78,
AM-280-L17_NODE_1_43,Putative secretory component protein shr3,100,100,PF08229
AM-284-A18_NODE_18_1,HD domain-containing protein,835,835,PF01966
AM-284-A18_NODE_18_7,SCP2 domain-containing protein,723,767,
AM-284-A18_NODE_18_9,Inner-membrane translocator,612,612,
AM-284-A18_NODE_18_11,DUF2149 domain-containing protein,142,440,
AM-284-A18_NODE_18_17,E3 ubiquitin-protein ligase TTC3-like protein,97,221,
AM-284-B07_NODE_1_3,non-specific serine/threonine protein kinase (EC 2.7.11.1),113,507,
AM-284-B07_NODE_1_4,MORN repeat protein,705,705,PF02493
AM-284-B07_NODE_1_10,FAD-binding oxidoreductase,395,396,
AM-284-B07_NODE_1_15,JAB domain-containing protein,131,545,
AM-284-B07_NODE_1_20,AraC-type arabinose-binding/dimerisation domain-containing protein,795,795,
AM-284-B07_NODE_1_24,Tetratricopeptide repeat protein,447,767,
AM-284-B07_NODE_1_36,Glycosyl transferase,1540,1540,PF00535
AM-284-B07_NODE_1_46,ABC transporter permease,86,97,
AM-284-B07_NODE_1_47,non-specific protein-tyrosine kinase (EC 2.7.10.2),96,107,
AM-284-B07_NODE_1_49,Inner membrane transport protein YajR,1666,2329,
AM-284-B07_NODE_1_61,Exonuclease VII small subunit,351,351,
AM-284-B07_NODE_1_64,Transport permease protein,1236,1236,PF01061
AM-284-B11_NODE_9_2,Methyl-accepting transducer domain-containing protein,153,164,PF00566
AM-284-B11_NODE_9_7,SWIM-type domain-containing protein,75,75,
AM-284-B11_NODE_9_12,Extracellular solute-binding protein,1619,1773,
